collab_id,period,year,month,source_dept,target_dept,collaboration_type,interactions_count,avg_resolution_days,satisfaction_score,outcome,region
COLLAB1079,2026-06-01,2026,Jun 2026,Operations,IT,Review,9,12.9,57.0,Successful,North
COLLAB1080,2026-06-01,2026,Jun 2026,Operations,IT,Escalation,28,3.8,93.5,Partial,West
COLLAB1081,2026-06-01,2026,Jun 2026,Operations,Sales,Review,44,4.4,61.5,Partial,North
COLLAB1082,2026-06-01,2026,Jun 2026,Operations,Sales,Support,23,15.0,64.9,Successful,South
COLLAB1083,2026-06-01,2026,Jun 2026,Sales,Finance,Training,33,4.2,73.1,Successful,Central
COLLAB1084,2026-06-01,2026,Jun 2026,Sales,Finance,Review,30,12.4,66.8,Successful,North
COLLAB1085,2026-06-01,2026,Jun 2026,Sales,Finance,Review,49,1.8,62.3,Successful,West
COLLAB1086,2026-06-01,2026,Jun 2026,Sales,Finance,Escalation,12,3.0,94.6,Successful,South
COLLAB1087,2026-06-01,2026,Jun 2026,Sales,HR,Training,33,4.9,76.6,Successful,South
COLLAB1088,2026-06-01,2026,Jun 2026,Sales,HR,Support,15,8.1,97.3,Successful,East
COLLAB1089,2026-06-01,2026,Jun 2026,Sales,HR,Escalation,15,3.1,70.0,Successful,Central
COLLAB1090,2026-06-01,2026,Jun 2026,Sales,IT,Training,12,6.8,57.2,Successful,Central
COLLAB1091,2026-06-01,2026,Jun 2026,Sales,IT,Training,28,6.8,95.3,Successful,West
COLLAB1092,2026-06-01,2026,Jun 2026,Sales,IT,Training,18,11.6,69.8,Successful,East
COLLAB1093,2026-06-01,2026,Jun 2026,Sales,IT,Support,6,10.7,82.7,Failed,East
COLLAB1094,2026-06-01,2026,Jun 2026,Sales,Operations,Training,15,5.1,56.0,Partial,East
COLLAB1095,2026-06-01,2026,Jun 2026,Sales,Operations,Training,32,7.3,62.1,Partial,Central
COLLAB1096,2026-06-01,2026,Jun 2026,Sales,Operations,Support,35,3.4,81.3,Successful,Central
